"103870122" 6 1
"103870122" 7 1
"103870122" 8 1
"103870122" 9 1
"103870122" 10 1
"101764805" 1 1
"101764805" 2 1
"101764805" 3 1
"101764805" 4 1
"101764805" 5 1
"101764805" 6 1
"101764805" 7 1
"101764805" 8 1
"101764805" 9 1
"101764805" 10 1
"1267926" 1 1
"1267926" 2 1
"1267926" 3 1
"1267926" 4 1
"1267926" 5 1
"1267926" 6 1
"1267926" 7 1
"1267926" 8 1
"1267926" 9 1
"1267926" 10 1
"2485134" 1 1
"2485134" 2 1
"2485134" 3 1
"2485134" 4 1
"2485134" 5 1
"2485134" 6 1
"2485134" 7 1
"2485134" 8 1
"2485134" 9 1
"2485134" 10 1
"119872222" 1 1
"119872222" 2 0
"119872222" 3 1
"119872222" 4 1
"119872222" 5 1
"119872222" 6 1
"119872222" 7 1
"119872222" 8 1
"119872222" 9 1
"119872222" 10 1
"7365611" 1 1
"7365611" 2 1
"7365611" 3 1
"7365611" 4 1
"7365611" 5 1
"7365611" 6 1
"7365611" 8 1
"7365611" 9 1
"7365611" 10 1
"3765250" 1 1
"3765250" 2 1
"3765250" 3 1
"3765250" 4 1
"3765250" 5 1
"3765250" 6 1
"3765250" 7 1
"3765250" 8 1
"3765250" 9 1
"3765250" 10 1
"13133673" 1 1
"13133673" 2 1
"13133673" 3 1
"13133673" 4 1
"13133673" 5 1
"13133673" 6 1
"13133673" 7 1
"13133673" 8 1
"13133673" 9 1
"13133673" 10 1
"3787857" 1 1
"3787857" 2 1
"3787857" 3 1
"3787857" 4 1
"3787857" 5 1
"3787857" 6 1
"3787857" 7 1
"3787857" 8 1
"3787857" 9 1
"3787857" 10 1
"4244595" 1 1
"4244595" 2 1
"4244595" 3 1
"4244595" 4 1
"4244595" 5 1
"4244595" 6 1
"4244595" 7 1
"4244595" 8 1
"4244595" 9 1
"4244595" 10 1
"3787855" 1 1
"3787855" 2 1
"3787855" 3 1
"3787855" 4 1
"3787855" 5 0
"3787855" 6 1
"3787855" 7 1
"3787855" 8 1
"3787855" 9 1
"3787855" 10 1
"446980662" 5 0
"446980662" 6 0
"446980662" 7 1
"446980662" 8 0
"446980662" 10 1
"368713991" 1 1
"368713991" 2 1
"368713991" 3 1
"368713991" 4 1
"368713991" 5 1
"368713991" 6 1
"368713991" 7 1
"75071406" 1 0
"75071406" 2 0
"75071406" 3 0
"75071406" 4 0
"75071406" 5 0
"75071406" 6 0
"75071406" 7 0
"75071406" 8 1
"75071406" 9 0
"75071406" 10 0
"144947584" 1 0
"144947584" 2 1
"144947584" 4 1
"144947584" 5 0
"144947584" 6 0
"144947584" 8 1
"144947584" 9 1
"725807" 1 1
"725807" 2 1
"725807" 5 1
"725807" 6 1
"725807" 7 0
"725807" 9 1
"725807" 10 1
"3765244" 1 1
"3765244" 2 1
"3765244" 3 1
"3765244" 4 1
"3765244" 5 1
"3765244" 6 1
"3765244" 7 0
"3765244" 8 1
"3765244" 9 1
"3765244" 10 0
"144947578" 2 0
"144947578" 3 1
"144947578" 4 1
"144947578" 8 1
"144947578" 9 1
"144947578" 10 1
"63633496" 1 1
"63633496" 2 0
"63633496" 3 0
"63633496" 4 0
"63633496" 6 1
"63633496" 7 0
"63633496" 8 0
"63633496" 9 0
"63633496" 10 0
"90408897" 2 1
"90408897" 3 1
"90408897" 4 1
"90408897" 5 0
"90408897" 6 0
"90408897" 7 0
"90408897" 8 1
"90408897" 9 0
"90408897" 10 1
"15177706" 1 1
"15177706" 2 1
"15177706" 3 1
"15177706" 4 1
"15177706" 6 1
"15177706" 7 1
"15177706" 8 1
"403003312" 1 1
"403003312" 2 1
"403003312" 3 1
"403003312" 4 0
"403003312" 5 1
"403003312" 6 1
"403003312" 10 0
"609381" 1 1
"609381" 2 1
"609381" 3 1
"609381" 4 0
"609381" 5 1
"609381" 6 1
"609381" 7 1
"609381" 8 1
"609381" 9 1
"609381" 10 1
"390514771" 1 1
"390514771" 2 1
"390514771" 3 1
"390514771" 4 1
"390514771" 5 1
"390514771" 7 1
"390514771" 8 1
"390514771" 9 1
"390514771" 10 1
"7408628" 1 1
"7408628" 2 1
"7408628" 3 1
"7408628" 4 1
"7408628" 5 1
"7408628" 6 1
"7408628" 7 1
"7408628" 8 1
"7408628" 9 1
"7408628" 10 1
"107606386" 1 1
"107606386" 2 0
"107606386" 3 0
"107606386" 4 0
"107606386" 5 0
"107606386" 6 0
"107606386" 7 0
"107606386" 8 0
"107606386" 9 0
"107606386" 10 1
"5638564" 1 0
"5638564" 2 0
"5638564" 4 1
"5638564" 5 0
"5638564" 6 1
"5638564" 8 1
"5638564" 9 1
"98087618" 2 1
"98087618" 3 1
"98087618" 5 0
"98087618" 6 0
"98087618" 7 0
"98087618" 8 1
"98087618" 9 0
"98087618" 10 1
"118190312" 1 1
"118190312" 2 1
"118190312" 3 0
"118190312" 10 1
"109232258" 1 1
"109232258" 2 0
"109232258" 3 1
"109232258" 4 1
"109232258" 6 0
"109232258" 7 0
"109232258" 8 0
"109232258" 9 1
"109232258" 10 1
"62376295" 1 1
"62376295" 2 1
"62376295" 4 1
"62376295" 6 1
"62376295" 7 1
"62376295" 9 1
"62376295" 10 1
"144209028" 3 1
"144209028" 4 1
"144209028" 5 0
"144209028" 6 1
"144209028" 7 1
"144209028" 10 1
"37027921" 1 1
"37027921" 2 1
"37027921" 3 1
"37027921" 4 1
"37027921" 5 1
"37027921" 10 1
"96315820" 1 1
"96315820" 4 1
"96315820" 7 1
"68771864" 1 1
"68771864" 2 1
"68771864" 3 1
"68771864" 5 1
"68771864" 6 1
"68771864" 7 1
"68771864" 8 1
"68771864" 9 1
"68771864" 10 1
"69682842" 1 1
"69682842" 2 1
"69682842" 3 1
"69682842" 4 1
"69682842" 5 1
"69682842" 6 1
"69682842" 7 1
"69682842" 8 1
"69682842" 9 1
"69682842" 10 1
"438434862" 1 1
"438434862" 2 1
"438434862" 6 1
"2176856" 1 1
"2176856" 2 1
"2176856" 3 1
"2176856" 4 1
"2176856" 5 0
"2176856" 6 0
"2176856" 7 1
"2176856" 8 1
"2176856" 9 0
"2176856" 10 1
"445997982" 1 1
"445997982" 2 1
"445997982" 3 1
"445997982" 4 0
"445997982" 5 1
"445997982" 6 0
"445997982" 7 0
"445997982" 8 1
"445997982" 9 1
"445997982" 10 0
"2527822" 1 1
"2527822" 2 0
"2527822" 3 1
"2527822" 4 1
"2527822" 5 1
"2527822" 6 1
"2527822" 7 1
"2527822" 8 1
"2527822" 9 1
"2527822" 10 1
"952836" 1 1
"952836" 2 0
"952836" 3 0
"952836" 4 1
"952836" 5 0
"952836" 6 1
"952836" 7 1
"952836" 8 1
"952836" 9 0
"952836" 10 1
"3821985" 1 1
"3821985" 2 0
"3821985" 3 0
"3821985" 4 1
"3821985" 5 1
"3821985" 6 1
"3821985" 7 0
"3821985" 8 0
"3821985" 9 1
"3821985" 10 1
"17390901" 1 1
"17390901" 3 1
"17390901" 4 1
"17390901" 5 1
"17390901" 6 1
"17390901" 8 1
"17390901" 9 0
"135102648" 2 0
"135102648" 3 1
"135102648" 4 1
"135102648" 5 1
"135102648" 6 1
"135102648" 7 0
"135102648" 8 0
"135102648" 9 1
"135102648" 10 1
"34693161" 1 1
"34693161" 2 1
"34693161" 3 0
"34693161" 4 1
"34693161" 5 1
"34693161" 6 0
"34693161" 7 1
"34693161" 8 1
"34693161" 9 1
"34693161" 10 1
"34693101" 1 1
"34693101" 2 1
"34693101" 3 1
"34693101" 4 1
"34693101" 6 1
"34693101" 7 1
"34693101" 8 1
"34693101" 10 0
"13651719" 1 1
"13651719" 2 1
"13651719" 3 0
"13651719" 4 1
"13651719" 5 1
"13651719" 6 1
"13651719" 7 0
"13651719" 8 1
"13651719" 9 1
"13651719" 10 1
"378387451" 1 0
"378387451" 3 1
"378387451" 4 1
"378387451" 5 0
"378387451" 6 1
"378387451" 7 0
"378387451" 8 1
"378387451" 9 1
"378387451" 10 0
"378387461" 1 0
"378387461" 2 0
"378387461" 3 0
"378387461" 4 1
"378387461" 5 1
"378387461" 6 1
"378387461" 7 1
"378387461" 8 0
"378387461" 9 1
"378387461" 10 0
"14461659" 1 1
"14461659" 2 1
"14461659" 3 1
"14461659" 4 0
"14461659" 5 1
"14461659" 6 1
"14461659" 7 1
"14461659" 8 1
"14461659" 9 0
"14461659" 10 0
"68275225" 1 1
"68275225" 2 1
"68275225" 3 0
"68275225" 4 0
"68275225" 5 0
"68275225" 6 1
"68275225" 9 1
"68275225" 10 0
"76067244" 1 1
"76067244" 2 0
"76067244" 3 1
"76067244" 4 1
"76067244" 5 1
"76067244" 6 0
"76067244" 7 1
"76067244" 8 0
"76067244" 9 1
"76067244" 10 1
"9854909" 1 1
"9854909" 2 1
"9854909" 3 1
"9854909" 4 0
"9854909" 5 1
"9854909" 6 1
"9854909" 7 1
"9854909" 8 0
"9854909" 9 1
"9854909" 10 1
"92216462" 1 1
"92216462" 2 1
"92216462" 3 1
"92216462" 4 1
"92216462" 5 1
"92216462" 6 1
"92216462" 7 1
"92216462" 8 1
"92216462" 9 1
"92216462" 10 1
"138218653" 1 1
"138218653" 2 1
"138218653" 3 1
"138218653" 4 1
"138218653" 5 1
"138218653" 6 0
"138218653" 7 1
"138218653" 8 1
"138218653" 9 1
"138218653" 10 0
"138218653" 1 1
"138218653" 2 1
"138218653" 3 0
"138218653" 4 1
"138218653" 5 1
"138218653" 6 1
"138218653" 7 1
"138218653" 8 0
"138218653" 9 1
"138218653" 10 1
"416297382" 1 1
"416297382" 2 1
"416297382" 3 0
"416297382" 4 1
"416297382" 5 1
"416297382" 6 1
"416297382" 7 0
"416297382" 8 1
"416297382" 9 1
"416297382" 10 1
