hybridId,arousal,arousalScale
326,53.971428571400004,groovy
327,54.971428571400004,groovy
328,65.9714285714,punchy
329,74.88571428569999,punchy
330,53.8857142857,groovy
331,74.4285714286,punchy
332,78.4571428571,punchy
333,63.714285714300004,groovy
334,63.9428571429,groovy
335,42.2857142857,chill
336,65.1714285714,punchy
337,69.11428571430001,punchy
338,61.7714285714,groovy
339,66.6857142857,punchy
340,43.5428571429,chill
341,34.2857142857,chill
342,54.0,groovy
343,54.5428571429,groovy
344,65.7428571429,punchy
345,64.1428571429,punchy
346,38.3428571429,chill
347,63.714285714300004,groovy
348,69.08571428569999,punchy
349,52.8285714286,chill
350,51.5428571429,chill
351,69.4857142857,punchy
352,69.0571428571,punchy
353,50.285714285699996,chill
354,50.428571428599994,chill
355,57.9142857143,groovy
356,56.3428571429,groovy
357,60.2571428571,groovy
358,82.77142857140001,punchy
359,69.9428571429,punchy
360,72.5142857143,punchy
361,69.2,punchy
362,63.685714285699994,groovy
363,70.1714285714,punchy
364,44.3714285714,chill
365,43.3714285714,chill
366,43.6,chill
367,57.0,groovy
368,65.9428571429,punchy
369,36.8,chill
370,67.6285714286,punchy
371,69.0285714286,punchy
372,40.1428571429,chill
373,83.1714285714,punchy
374,57.5428571429,groovy
375,61.9142857143,groovy
376,68.5714285714,punchy
377,67.08571428569999,punchy
378,68.6,punchy
379,50.7428571429,chill
380,52.9142857143,chill
381,76.1428571429,punchy
382,54.971428571400004,groovy
383,31.4,chill
384,63.1428571429,groovy
385,67.1428571429,punchy
386,52.9142857143,chill
387,55.1714285714,groovy
388,66.9714285714,punchy
389,46.8,chill
390,64.6571428571,punchy
391,74.5428571429,punchy
392,36.6571428571,chill
393,83.7428571429,punchy
394,45.285714285699996,chill
395,66.5714285714,punchy
396,59.428571428599994,groovy
397,63.1714285714,groovy
398,74.91428571430001,punchy
399,70.6571428571,punchy
400,58.9142857143,groovy
401,62.9428571429,groovy
402,69.8571428571,punchy
403,64.0,punchy
404,67.1714285714,punchy
405,38.628571428600004,chill
406,67.08571428569999,punchy
407,55.1142857143,groovy
408,77.4285714286,punchy
409,63.1714285714,groovy
410,73.22857142859999,punchy
411,60.9142857143,groovy
412,66.9428571429,punchy
413,49.0571428571,chill
414,73.9428571429,punchy
415,61.8857142857,groovy
416,68.2571428571,punchy
417,45.9428571429,chill
418,64.5142857143,punchy
419,73.0285714286,punchy
420,65.6285714286,punchy
421,71.6,punchy
422,51.6571428571,chill
423,51.9142857143,chill
424,62.1714285714,groovy
425,58.1714285714,groovy
426,50.971428571400004,chill
427,59.314285714300006,groovy
428,72.5428571429,punchy
429,42.114285714299996,chill
430,57.028571428599996,groovy
431,66.2,punchy
432,66.6285714286,punchy
433,43.1142857143,chill
434,64.2,punchy
435,68.2,punchy
436,60.8,groovy
437,57.9142857143,groovy
438,61.8857142857,groovy
439,51.428571428599994,chill
440,57.5142857143,groovy
441,60.6571428571,groovy
442,43.285714285699996,chill
443,51.7428571429,chill
444,64.08571428569999,punchy
445,49.4,chill
446,70.88571428569999,punchy
447,71.8285714286,punchy
448,58.3428571429,groovy
449,74.2857142857,punchy
450,61.685714285699994,groovy
451,45.028571428599996,chill
452,57.0857142857,groovy
453,61.6285714286,groovy
454,57.428571428599994,groovy
455,73.3428571429,punchy
456,44.685714285699994,chill
457,44.4,chill
458,61.5142857143,groovy
459,62.1714285714,groovy
460,71.7142857143,punchy
461,61.428571428599994,groovy
462,48.028571428599996,chill
463,71.9714285714,punchy
464,51.8571428571,chill
465,53.685714285699994,groovy
466,68.2571428571,punchy
467,67.3714285714,punchy
468,67.4,punchy
469,61.6285714286,groovy
470,62.314285714300006,groovy
471,67.11428571430001,punchy
472,70.3714285714,punchy
473,52.685714285699994,chill
474,54.1428571429,groovy
475,54.3714285714,groovy
476,54.1428571429,groovy
477,67.91428571430001,punchy
478,65.77142857140001,punchy
479,52.8571428571,chill
480,73.91428571430001,punchy
481,45.4571428571,chill
482,34.6857142857,chill
484,56.3714285714,groovy
485,57.3428571429,groovy
486,46.7428571429,chill
487,57.0571428571,groovy
488,50.7714285714,chill
489,50.428571428599994,chill
490,60.4,groovy
491,74.3142857143,punchy
492,70.8285714286,punchy
493,65.2,punchy
494,61.0,groovy
495,48.4571428571,chill
496,63.3428571429,groovy
497,69.6,punchy
498,44.8,chill
499,53.0857142857,groovy
500,56.3428571429,groovy
501,60.6571428571,groovy
502,47.9428571429,chill
503,70.6571428571,punchy
504,36.3428571429,chill
505,67.0,punchy
506,58.1428571429,groovy
507,58.1142857143,groovy
508,69.3142857143,punchy
509,59.8857142857,groovy
510,65.0285714286,punchy
511,66.2857142857,punchy
512,56.8,groovy
513,71.5714285714,punchy
514,60.9428571429,groovy
515,53.2571428571,groovy
516,64.4285714286,punchy
517,78.4,punchy
518,55.8857142857,groovy
519,61.0,groovy
520,47.5428571429,chill
521,56.1142857143,groovy
522,44.6,chill
523,68.0571428571,punchy
524,59.571428571400006,groovy
525,42.4,chill
526,58.971428571400004,groovy
527,65.8571428571,punchy
528,54.571428571400006,groovy
529,77.2571428571,punchy
530,40.371428571399996,chill
531,43.571428571400006,chill
532,57.9142857143,groovy
533,61.685714285699994,groovy
534,56.428571428599994,groovy
535,68.2,punchy
536,52.8285714286,chill
537,71.5428571429,punchy
538,61.8571428571,groovy
539,66.3714285714,punchy
540,44.9142857143,chill
541,50.714285714300004,chill
542,54.4857142857,groovy
543,56.8571428571,groovy
544,63.6,groovy
545,51.8,chill
546,65.08571428569999,punchy
547,71.8571428571,punchy
548,63.571428571400006,groovy
549,47.8,chill
550,65.5142857143,punchy
551,64.8285714286,punchy
552,75.5714285714,punchy
553,65.3714285714,punchy
554,55.1428571429,groovy
555,64.9714285714,punchy
556,67.0285714286,punchy
557,65.1428571429,punchy
558,67.77142857140001,punchy
559,69.77142857140001,punchy
560,63.2,groovy
561,69.6285714286,punchy
562,40.9714285714,chill
563,61.685714285699994,groovy
564,45.028571428599996,chill
565,60.6,groovy
566,66.7428571429,punchy
567,53.3714285714,groovy
568,61.285714285699996,groovy
569,76.4857142857,punchy
570,66.4,punchy
571,74.22857142859999,punchy
572,66.6857142857,punchy
573,69.9428571429,punchy
574,60.571428571400006,groovy
575,60.1142857143,groovy
576,59.285714285699996,groovy
577,60.7714285714,groovy
578,84.4,punchy
579,45.428571428599994,chill
580,65.4285714286,punchy
581,52.971428571400004,chill
582,59.6285714286,groovy
583,47.8,chill
584,52.714285714300004,chill
585,75.0571428571,punchy
586,70.1714285714,punchy
587,44.1142857143,chill
588,63.428571428599994,groovy
589,75.11428571430001,punchy
590,68.1428571429,punchy
591,48.6571428571,chill
592,61.7428571429,groovy
593,57.8,groovy
594,51.314285714300006,chill
595,74.0571428571,punchy
596,43.9142857143,chill
597,62.1714285714,groovy
598,67.2571428571,punchy
599,52.7428571429,chill
600,56.8,groovy
601,67.11428571430001,punchy
602,78.22857142859999,punchy
603,46.7714285714,chill
604,76.1714285714,punchy
605,65.1714285714,punchy
606,58.028571428599996,groovy
607,64.7428571429,punchy
608,48.6571428571,chill
609,68.0285714286,punchy
610,66.1428571429,punchy
611,67.08571428569999,punchy
612,65.3142857143,punchy
613,68.3142857143,punchy
614,48.1714285714,chill
615,54.2285714286,groovy
616,70.3428571429,punchy
617,71.6,punchy
618,65.8,punchy
619,59.571428571400006,groovy
620,50.8285714286,chill
621,71.0,punchy
622,54.428571428599994,groovy
623,48.4,chill
624,63.971428571400004,groovy
625,43.2285714286,chill
626,53.1142857143,groovy
627,43.7714285714,chill
628,45.8285714286,chill
629,69.8,punchy
630,66.8285714286,punchy
631,68.9428571429,punchy
632,59.1428571429,groovy
633,63.4571428571,groovy
634,73.08571428569999,punchy
635,73.2571428571,punchy
636,57.9142857143,groovy
637,72.7142857143,punchy
638,73.4857142857,punchy
639,53.0,groovy
640,54.8857142857,groovy
641,66.7428571429,punchy
642,47.8857142857,chill
643,73.4,punchy
644,66.4285714286,punchy
645,42.4857142857,chill
646,46.9142857143,chill
647,43.028571428599996,chill
648,49.9142857143,chill
649,68.8,punchy
650,52.571428571400006,chill
651,56.6571428571,groovy
652,55.8857142857,groovy
653,69.08571428569999,punchy
654,46.0,chill
655,57.571428571400006,groovy
656,52.8857142857,chill
657,54.9142857143,groovy
658,74.9428571429,punchy
660,61.6285714286,groovy
661,48.5142857143,chill
662,60.8285714286,groovy
663,70.1714285714,punchy
664,64.11428571430001,punchy
665,55.2285714286,groovy
666,52.971428571400004,chill
667,47.8571428571,chill
668,69.0,punchy
669,64.8,punchy
670,55.1428571429,groovy
671,61.1714285714,groovy
672,62.1142857143,groovy
673,50.0,chill
674,44.5428571429,chill
675,65.0571428571,punchy
676,52.2,chill
677,70.5428571429,punchy
678,44.9428571429,chill
679,52.2285714286,chill
680,53.5142857143,groovy
681,72.3142857143,punchy
682,39.6571428571,chill
683,66.8571428571,punchy
684,39.371428571399996,chill
685,67.22857142859999,punchy
686,58.0,groovy
687,74.88571428569999,punchy
688,52.2,chill
689,46.7428571429,chill
690,65.8571428571,punchy
691,43.4,chill
693,64.2,punchy
694,38.2285714286,chill
695,63.7714285714,groovy
696,69.2857142857,punchy
697,63.5428571429,groovy
698,47.8571428571,chill
699,60.9428571429,groovy
700,70.5428571429,punchy
701,35.0285714286,chill
702,56.685714285699994,groovy
703,48.6,chill
704,52.8285714286,chill
705,63.314285714300006,groovy
706,54.8857142857,groovy
707,66.6,punchy
708,56.8857142857,groovy
709,65.1428571429,punchy
710,59.7428571429,groovy
711,68.6857142857,punchy
712,67.1428571429,punchy
713,83.4,punchy
714,37.9428571429,chill
715,59.971428571400004,groovy
716,65.7142857143,punchy
717,38.5428571429,chill
718,70.8,punchy
719,70.6571428571,punchy
720,61.6571428571,groovy
721,57.8571428571,groovy
722,69.6857142857,punchy
723,61.6285714286,groovy
724,58.1428571429,groovy
725,70.9714285714,punchy
726,72.88571428569999,punchy
727,58.2571428571,groovy
728,38.7428571429,chill
729,51.2571428571,chill
730,48.8285714286,chill
731,47.2571428571,chill
732,52.7714285714,chill
733,68.4571428571,punchy
734,58.7714285714,groovy
735,46.685714285699994,chill
736,41.2571428571,chill
737,68.2857142857,punchy
738,70.0,punchy
739,70.3714285714,punchy
740,69.1714285714,punchy
741,46.714285714300004,chill
742,75.5428571429,punchy
743,67.5714285714,punchy
744,43.2571428571,chill
745,61.9428571429,groovy
746,57.6285714286,groovy
747,67.6,punchy
748,44.1142857143,chill
749,61.4,groovy
750,68.0,punchy
751,70.11428571430001,punchy
752,77.2,punchy
753,63.8,groovy
754,65.5428571429,punchy
755,53.685714285699994,groovy
756,50.7428571429,chill
757,62.1142857143,groovy
758,66.11428571430001,punchy
759,54.1714285714,groovy
760,60.8,groovy
761,70.6857142857,punchy
762,74.5428571429,punchy
763,56.8571428571,groovy
764,53.9142857143,groovy
765,66.4,punchy
766,44.7714285714,chill
767,61.6571428571,groovy
768,69.3142857143,punchy
769,76.7428571429,punchy
770,39.2571428571,chill
771,54.1142857143,groovy
772,61.3714285714,groovy
773,65.6,punchy
774,61.1428571429,groovy
775,71.2571428571,punchy
776,63.4571428571,groovy
777,67.88571428569999,punchy
778,46.028571428599996,chill
779,70.8285714286,punchy
780,53.971428571400004,groovy
781,37.8,chill
782,65.9428571429,punchy
783,64.7142857143,punchy
784,71.0285714286,punchy
785,55.5142857143,groovy
786,56.3714285714,groovy
787,53.6571428571,groovy
788,55.7714285714,groovy
789,72.88571428569999,punchy
790,45.0,chill
791,61.4,groovy
792,69.11428571430001,punchy
794,48.2,chill
795,44.428571428599994,chill
796,63.3714285714,groovy
797,38.7428571429,chill
798,77.2857142857,punchy
799,66.2857142857,punchy
800,48.8857142857,chill
801,66.22857142859999,punchy
802,77.9714285714,punchy
803,67.0,punchy
804,47.2285714286,chill
805,44.3714285714,chill
806,54.971428571400004,groovy
807,67.7428571429,punchy
808,49.6285714286,chill
809,64.08571428569999,punchy
810,65.3142857143,punchy
811,74.8285714286,punchy
812,53.3428571429,groovy
813,68.5428571429,punchy
814,62.685714285699994,groovy
815,71.88571428569999,punchy
816,70.6857142857,punchy
817,59.2571428571,groovy
818,69.0571428571,punchy
819,68.2571428571,punchy
820,84.6,punchy
821,46.4,chill
822,75.4,punchy
823,44.6,chill
824,73.5714285714,punchy
825,47.285714285699996,chill
826,61.685714285699994,groovy
827,40.4,chill
828,56.285714285699996,groovy
829,69.1428571429,punchy
830,66.2857142857,punchy
831,73.5428571429,punchy
832,56.1428571429,groovy
833,57.5428571429,groovy
834,65.1428571429,punchy
835,39.9428571429,chill
836,42.371428571399996,chill
837,65.8571428571,punchy
838,50.1428571429,chill
839,51.571428571400006,chill
840,45.9142857143,chill
841,64.88571428569999,punchy
842,56.0571428571,groovy
843,70.88571428569999,punchy
844,66.7428571429,punchy
845,69.1714285714,punchy
846,52.9428571429,chill
847,58.971428571400004,groovy
848,44.2285714286,chill
849,51.285714285699996,chill
850,64.1428571429,punchy
851,66.5142857143,punchy
852,39.885714285700004,chill
853,53.971428571400004,groovy
854,67.4571428571,punchy
855,58.6,groovy
856,77.5714285714,punchy
857,70.9428571429,punchy
858,47.0,chill
859,68.91428571430001,punchy
860,63.4571428571,groovy
861,63.285714285699996,groovy
862,64.08571428569999,punchy
863,62.971428571400004,groovy
864,48.714285714300004,chill
865,61.028571428599996,groovy
866,57.028571428599996,groovy
867,64.6571428571,punchy
868,51.7428571429,chill
869,51.1714285714,chill
870,58.3714285714,groovy
871,73.08571428569999,punchy
872,32.6571428571,chill
873,76.5714285714,punchy
874,43.028571428599996,chill
875,53.2,groovy
876,64.91428571430001,punchy
877,48.971428571400004,chill
878,60.314285714300006,groovy
879,51.685714285699994,chill
880,62.4,groovy
881,56.1142857143,groovy
882,71.5142857143,punchy
883,62.6285714286,groovy
884,65.6,punchy
885,47.6,chill
886,54.9428571429,groovy
887,67.9428571429,punchy
888,36.6,chill
889,54.2285714286,groovy
890,70.0,punchy
891,60.428571428599994,groovy
892,54.971428571400004,groovy
893,52.3714285714,chill
894,62.7428571429,groovy
895,73.3428571429,punchy
896,78.3714285714,punchy
897,66.2,punchy
898,58.571428571400006,groovy
899,64.2571428571,punchy
900,49.0571428571,chill
901,47.2285714286,chill
902,73.5428571429,punchy
903,78.0571428571,punchy
904,60.6,groovy
905,68.0571428571,punchy
906,77.0,punchy
907,65.6,punchy
908,57.2285714286,groovy
909,65.8571428571,punchy
910,59.6285714286,groovy
911,64.4857142857,punchy
912,43.428571428599994,chill
913,66.77142857140001,punchy
914,61.9428571429,groovy
915,59.8857142857,groovy
916,68.5714285714,punchy
917,66.4,punchy
918,70.8,punchy
919,49.2571428571,chill
920,68.6,punchy
921,53.9142857143,groovy
922,70.22857142859999,punchy
923,73.2857142857,punchy
924,61.4857142857,groovy
925,68.7142857143,punchy
926,64.3428571429,punchy
927,56.571428571400006,groovy
928,64.9714285714,punchy
929,41.3428571429,chill
930,58.314285714300006,groovy
931,67.88571428569999,punchy
932,70.5428571429,punchy
933,60.0,groovy
934,67.6285714286,punchy
935,56.285714285699996,groovy
936,69.7428571429,punchy
937,64.5428571429,punchy
938,45.428571428599994,chill
939,48.6571428571,chill
940,65.08571428569999,punchy
941,64.7428571429,punchy
942,41.8571428571,chill
943,64.0,punchy
944,46.0571428571,chill
945,76.4857142857,punchy
946,39.4857142857,chill
947,66.9714285714,punchy
948,40.1714285714,chill
949,34.3142857143,chill
950,51.6,chill
951,70.4,punchy
952,42.8571428571,chill
953,51.8571428571,chill
954,44.028571428599996,chill
955,50.4571428571,chill
956,49.314285714300006,chill
957,58.4857142857,groovy
958,67.8285714286,punchy
959,71.11428571430001,punchy
960,66.7142857143,punchy
961,45.8,chill
962,49.0571428571,chill
963,67.0571428571,punchy
964,49.714285714300004,chill
965,37.114285714299996,chill
966,65.5714285714,punchy
967,45.4857142857,chill
968,66.6285714286,punchy
969,73.08571428569999,punchy
970,60.8285714286,groovy
971,61.1714285714,groovy
972,72.7428571429,punchy
973,48.685714285699994,chill
974,55.0,groovy
975,41.5714285714,chill
976,56.0571428571,groovy
977,48.3714285714,chill
978,47.8857142857,chill
979,47.2571428571,chill
980,49.1428571429,chill
981,63.5142857143,groovy
982,49.8571428571,chill
983,43.6571428571,chill
984,63.028571428599996,groovy
985,72.2571428571,punchy
986,51.1428571429,chill
987,57.9428571429,groovy
988,62.285714285699996,groovy
989,57.8,groovy
990,64.4571428571,punchy
991,64.0285714286,punchy
992,47.0571428571,chill
993,65.5714285714,punchy
994,43.6,chill
995,53.0571428571,groovy
996,75.08571428569999,punchy
997,56.4571428571,groovy
998,36.4285714286,chill
999,52.685714285699994,chill
1000,37.3428571429,chill
1001,50.1428571429,chill
1002,63.6571428571,groovy
1003,51.2285714286,chill
1004,56.2571428571,groovy
1005,64.2571428571,punchy
1006,56.028571428599996,groovy
1007,75.8285714286,punchy
1008,53.2,groovy
1009,58.571428571400006,groovy
1010,41.0285714286,chill
1011,63.8571428571,groovy
1012,41.6857142857,chill
1013,60.0857142857,groovy
1014,58.4,groovy
1015,59.7714285714,groovy
1016,71.0285714286,punchy
1017,63.3714285714,groovy
1018,56.1714285714,groovy
1019,68.6,punchy
1020,34.9714285714,chill
1021,47.8857142857,chill
1022,68.3428571429,punchy
1023,71.5142857143,punchy
1024,61.1428571429,groovy
1025,60.6571428571,groovy
1026,50.714285714300004,chill
1027,68.3714285714,punchy
1028,47.9428571429,chill
1029,58.971428571400004,groovy
1030,66.4857142857,punchy
1031,42.8571428571,chill
1032,76.0285714286,punchy
1033,66.9428571429,punchy
1034,63.314285714300006,groovy
1035,58.3714285714,groovy
1036,50.8285714286,chill
1037,48.0,chill
1038,65.2571428571,punchy
1039,49.3428571429,chill
1040,65.2857142857,punchy
1041,65.7142857143,punchy
1042,70.6857142857,punchy
1043,66.6285714286,punchy
1044,56.8571428571,groovy
1045,64.4285714286,punchy
1046,72.77142857140001,punchy
1047,74.8571428571,punchy
1048,75.4857142857,punchy
1049,51.7714285714,chill
1050,67.1714285714,punchy
1051,57.9142857143,groovy
1052,57.6285714286,groovy
1053,65.4285714286,punchy
1054,48.285714285699996,chill
1055,65.08571428569999,punchy
1056,61.4571428571,groovy
1057,48.9142857143,chill
1058,38.371428571399996,chill
1059,47.714285714300004,chill
1060,63.1428571429,groovy
1061,61.1714285714,groovy
1062,37.7714285714,chill
1063,52.8285714286,chill
1064,54.4,groovy
1065,60.9142857143,groovy
1066,59.1714285714,groovy
1067,68.3142857143,punchy
1068,71.22857142859999,punchy
1069,70.91428571430001,punchy
1070,71.8,punchy
1071,54.8857142857,groovy
1072,40.1428571429,chill
1073,55.8285714286,groovy
1074,65.9428571429,punchy
1075,45.1428571429,chill
1076,59.2571428571,groovy
1077,50.0571428571,chill
1078,55.9428571429,groovy
1079,62.4857142857,groovy
1080,82.6857142857,punchy
1081,65.3428571429,punchy
1082,46.1428571429,chill
1083,69.3428571429,punchy
1084,73.6857142857,punchy
1085,71.6285714286,punchy
1086,56.314285714300006,groovy
1087,60.2571428571,groovy
1088,48.7428571429,chill
1089,62.428571428599994,groovy
1090,71.6571428571,punchy
1091,60.1714285714,groovy
1092,65.2,punchy
1093,63.7428571429,groovy
1094,61.2,groovy
1095,62.4857142857,groovy
1096,72.3428571429,punchy
1097,44.3428571429,chill
1098,55.0571428571,groovy
1099,51.4857142857,chill
1100,73.4285714286,punchy
1101,60.8285714286,groovy
1102,71.2571428571,punchy
1103,58.3428571429,groovy
1104,69.4,punchy
1105,70.6857142857,punchy
1106,32.6571428571,chill
1107,53.4857142857,groovy
1108,63.2285714286,groovy
1109,59.6,groovy
